ID,Datetime,Count,year,month,day,Hour,Day,Weekend
153,31-08-2012 09:00,2,2012,8,31,9,4,0
154,31-08-2012 10:00,4,2012,8,31,10,4,0
155,31-08-2012 11:00,2,2012,8,31,11,4,0
156,31-08-2012 12:00,2,2012,8,31,12,4,0
157,31-08-2012 13:00,4,2012,8,31,13,4,0
158,31-08-2012 14:00,4,2012,8,31,14,4,0
159,31-08-2012 15:00,2,2012,8,31,15,4,0
160,31-08-2012 16:00,2,2012,8,31,16,4,0
161,31-08-2012 17:00,2,2012,8,31,17,4,0
162,31-08-2012 18:00,2,2012,8,31,18,4,0
163,31-08-2012 19:00,4,2012,8,31,19,4,0
164,31-08-2012 20:00,4,2012,8,31,20,4,0
165,31-08-2012 21:00,2,2012,8,31,21,4,0
166,31-08-2012 22:00,4,2012,8,31,22,4,0
167,31-08-2012 23:00,10,2012,8,31,23,4,0
168,01-09-2012 00:00,8,2012,9,1,0,5,1
169,01-09-2012 01:00,4,2012,9,1,1,5,1
170,01-09-2012 02:00,4,2012,9,1,2,5,1
171,01-09-2012 03:00,2,2012,9,1,3,5,1
172,01-09-2012 04:00,2,2012,9,1,4,5,1
173,01-09-2012 05:00,2,2012,9,1,5,5,1
174,01-09-2012 06:00,4,2012,9,1,6,5,1
175,01-09-2012 07:00,4,2012,9,1,7,5,1
176,01-09-2012 08:00,2,2012,9,1,8,5,1
177,01-09-2012 09:00,2,2012,9,1,9,5,1
178,01-09-2012 10:00,8,2012,9,1,10,5,1
179,01-09-2012 11:00,8,2012,9,1,11,5,1
180,01-09-2012 12:00,6,2012,9,1,12,5,1
181,01-09-2012 13:00,6,2012,9,1,13,5,1
182,01-09-2012 14:00,6,2012,9,1,14,5,1
183,01-09-2012 15:00,6,2012,9,1,15,5,1
184,01-09-2012 16:00,4,2012,9,1,16,5,1
185,01-09-2012 17:00,4,2012,9,1,17,5,1
186,01-09-2012 18:00,8,2012,9,1,18,5,1
187,01-09-2012 19:00,2,2012,9,1,19,5,1
188,01-09-2012 20:00,6,2012,9,1,20,5,1
189,01-09-2012 21:00,2,2012,9,1,21,5,1
190,01-09-2012 22:00,4,2012,9,1,22,5,1
191,01-09-2012 23:00,8,2012,9,1,23,5,1
192,02-09-2012 00:00,10,2012,9,2,0,6,1
193,02-09-2012 01:00,2,2012,9,2,1,6,1
194,02-09-2012 02:00,4,2012,9,2,2,6,1
195,02-09-2012 03:00,2,2012,9,2,3,6,1
196,02-09-2012 04:00,6,2012,9,2,4,6,1
197,02-09-2012 05:00,4,2012,9,2,5,6,1
198,02-09-2012 06:00,2,2012,9,2,6,6,1
199,02-09-2012 07:00,4,2012,9,2,7,6,1
200,02-09-2012 08:00,4,2012,9,2,8,6,1
201,02-09-2012 09:00,6,2012,9,2,9,6,1
202,02-09-2012 10:00,4,2012,9,2,10,6,1
203,02-09-2012 11:00,2,2012,9,2,11,6,1
204,02-09-2012 12:00,6,2012,9,2,12,6,1
205,02-09-2012 13:00,10,2012,9,2,13,6,1
206,02-09-2012 14:00,6,2012,9,2,14,6,1
207,02-09-2012 15:00,4,2012,9,2,15,6,1
208,02-09-2012 16:00,6,2012,9,2,16,6,1
209,02-09-2012 17:00,4,2012,9,2,17,6,1
210,02-09-2012 18:00,4,2012,9,2,18,6,1
211,02-09-2012 19:00,8,2012,9,2,19,6,1
212,02-09-2012 20:00,4,2012,9,2,20,6,1
213,02-09-2012 21:00,8,2012,9,2,21,6,1
214,02-09-2012 22:00,4,2012,9,2,22,6,1
215,02-09-2012 23:00,4,2012,9,2,23,6,1
216,03-09-2012 00:00,4,2012,9,3,0,0,0
217,03-09-2012 01:00,2,2012,9,3,1,0,0
218,03-09-2012 02:00,4,2012,9,3,2,0,0
219,03-09-2012 03:00,4,2012,9,3,3,0,0
220,03-09-2012 04:00,2,2012,9,3,4,0,0
221,03-09-2012 05:00,4,2012,9,3,5,0,0
222,03-09-2012 06:00,2,2012,9,3,6,0,0
223,03-09-2012 07:00,6,2012,9,3,7,0,0
224,03-09-2012 08:00,2,2012,9,3,8,0,0
225,03-09-2012 09:00,2,2012,9,3,9,0,0
226,03-09-2012 10:00,6,2012,9,3,10,0,0
227,03-09-2012 11:00,8,2012,9,3,11,0,0
228,03-09-2012 12:00,4,2012,9,3,12,0,0
229,03-09-2012 13:00,2,2012,9,3,13,0,0
230,03-09-2012 14:00,10,2012,9,3,14,0,0
231,03-09-2012 15:00,4,2012,9,3,15,0,0
232,03-09-2012 16:00,4,2012,9,3,16,0,0
233,03-09-2012 17:00,8,2012,9,3,17,0,0
234,03-09-2012 18:00,6,2012,9,3,18,0,0
235,03-09-2012 19:00,6,2012,9,3,19,0,0
236,03-09-2012 20:00,6,2012,9,3,20,0,0
237,03-09-2012 21:00,2,2012,9,3,21,0,0
238,03-09-2012 22:00,4,2012,9,3,22,0,0
239,03-09-2012 23:00,6,2012,9,3,23,0,0
240,04-09-2012 00:00,2,2012,9,4,0,1,0
241,04-09-2012 01:00,4,2012,9,4,1,1,0
242,04-09-2012 02:00,4,2012,9,4,2,1,0
243,04-09-2012 03:00,2,2012,9,4,3,1,0
244,04-09-2012 04:00,2,2012,9,4,4,1,0
245,04-09-2012 05:00,2,2012,9,4,5,1,0
246,04-09-2012 06:00,2,2012,9,4,6,1,0
247,04-09-2012 07:00,2,2012,9,4,7,1,0
248,04-09-2012 08:00,2,2012,9,4,8,1,0
249,04-09-2012 09:00,4,2012,9,4,9,1,0
250,04-09-2012 10:00,2,2012,9,4,10,1,0
251,04-09-2012 11:00,2,2012,9,4,11,1,0
252,04-09-2012 12:00,4,2012,9,4,12,1,0
253,04-09-2012 13:00,2,2012,9,4,13,1,0
254,04-09-2012 14:00,2,2012,9,4,14,1,0
255,04-09-2012 15:00,4,2012,9,4,15,1,0
256,04-09-2012 16:00,2,2012,9,4,16,1,0
257,04-09-2012 17:00,2,2012,9,4,17,1,0
258,04-09-2012 18:00,2,2012,9,4,18,1,0
259,04-09-2012 19:00,2,2012,9,4,19,1,0
260,04-09-2012 20:00,4,2012,9,4,20,1,0
261,04-09-2012 21:00,4,2012,9,4,21,1,0
262,04-09-2012 22:00,4,2012,9,4,22,1,0
263,04-09-2012 23:00,4,2012,9,4,23,1,0
264,05-09-2012 00:00,2,2012,9,5,0,2,0
265,05-09-2012 01:00,4,2012,9,5,1,2,0
266,05-09-2012 02:00,10,2012,9,5,2,2,0
267,05-09-2012 03:00,4,2012,9,5,3,2,0
268,05-09-2012 04:00,4,2012,9,5,4,2,0
269,05-09-2012 05:00,2,2012,9,5,5,2,0
270,05-09-2012 06:00,2,2012,9,5,6,2,0
271,05-09-2012 07:00,2,2012,9,5,7,2,0
272,05-09-2012 08:00,2,2012,9,5,8,2,0
273,05-09-2012 09:00,4,2012,9,5,9,2,0
274,05-09-2012 10:00,4,2012,9,5,10,2,0
275,05-09-2012 11:00,2,2012,9,5,11,2,0
276,05-09-2012 12:00,6,2012,9,5,12,2,0
277,05-09-2012 13:00,2,2012,9,5,13,2,0
278,05-09-2012 14:00,2,2012,9,5,14,2,0
279,05-09-2012 15:00,4,2012,9,5,15,2,0
280,05-09-2012 16:00,2,2012,9,5,16,2,0
281,05-09-2012 17:00,2,2012,9,5,17,2,0
282,05-09-2012 18:00,2,2012,9,5,18,2,0
283,05-09-2012 19:00,8,2012,9,5,19,2,0
284,05-09-2012 20:00,4,2012,9,5,20,2,0
285,05-09-2012 21:00,8,2012,9,5,21,2,0
286,05-09-2012 22:00,14,2012,9,5,22,2,0
287,05-09-2012 23:00,8,2012,9,5,23,2,0
288,06-09-2012 00:00,6,2012,9,6,0,3,0
289,06-09-2012 01:00,2,2012,9,6,1,3,0
290,06-09-2012 02:00,2,2012,9,6,2,3,0
291,06-09-2012 03:00,2,2012,9,6,3,3,0
292,06-09-2012 04:00,2,2012,9,6,4,3,0
293,06-09-2012 05:00,2,2012,9,6,5,3,0
294,06-09-2012 06:00,4,2012,9,6,6,3,0
295,06-09-2012 07:00,6,2012,9,6,7,3,0
296,06-09-2012 08:00,2,2012,9,6,8,3,0
297,06-09-2012 09:00,6,2012,9,6,9,3,0
298,06-09-2012 10:00,2,2012,9,6,10,3,0
299,06-09-2012 11:00,6,2012,9,6,11,3,0
300,06-09-2012 12:00,8,2012,9,6,12,3,0
301,06-09-2012 13:00,6,2012,9,6,13,3,0
302,06-09-2012 14:00,6,2012,9,6,14,3,0
303,06-09-2012 15:00,6,2012,9,6,15,3,0
304,06-09-2012 16:00,6,2012,9,6,16,3,0
305,06-09-2012 17:00,2,2012,9,6,17,3,0
306,06-09-2012 18:00,4,2012,9,6,18,3,0
307,06-09-2012 19:00,2,2012,9,6,19,3,0
308,06-09-2012 20:00,6,2012,9,6,20,3,0
309,06-09-2012 21:00,2,2012,9,6,21,3,0
310,06-09-2012 22:00,6,2012,9,6,22,3,0
311,06-09-2012 23:00,4,2012,9,6,23,3,0
312,07-09-2012 00:00,4,2012,9,7,0,4,0
313,07-09-2012 01:00,2,2012,9,7,1,4,0
314,07-09-2012 02:00,4,2012,9,7,2,4,0
315,07-09-2012 03:00,2,2012,9,7,3,4,0
316,07-09-2012 04:00,2,2012,9,7,4,4,0
317,07-09-2012 05:00,2,2012,9,7,5,4,0
318,07-09-2012 06:00,2,2012,9,7,6,4,0
319,07-09-2012 07:00,2,2012,9,7,7,4,0
320,07-09-2012 08:00,2,2012,9,7,8,4,0
321,07-09-2012 09:00,4,2012,9,7,9,4,0
322,07-09-2012 10:00,4,2012,9,7,10,4,0
323,07-09-2012 11:00,2,2012,9,7,11,4,0
324,07-09-2012 12:00,4,2012,9,7,12,4,0
325,07-09-2012 13:00,2,2012,9,7,13,4,0
326,07-09-2012 14:00,2,2012,9,7,14,4,0
327,07-09-2012 15:00,2,2012,9,7,15,4,0
328,07-09-2012 16:00,4,2012,9,7,16,4,0
329,07-09-2012 17:00,6,2012,9,7,17,4,0
330,07-09-2012 18:00,4,2012,9,7,18,4,0
331,07-09-2012 19:00,2,2012,9,7,19,4,0
332,07-09-2012 20:00,2,2012,9,7,20,4,0
333,07-09-2012 21:00,4,2012,9,7,21,4,0
334,07-09-2012 22:00,2,2012,9,7,22,4,0
335,07-09-2012 23:00,2,2012,9,7,23,4,0
336,08-09-2012 00:00,2,2012,9,8,0,5,1
337,08-09-2012 01:00,36,2012,9,8,1,5,1
338,08-09-2012 02:00,2,2012,9,8,2,5,1
339,08-09-2012 03:00,4,2012,9,8,3,5,1
340,08-09-2012 04:00,2,2012,9,8,4,5,1
341,08-09-2012 05:00,2,2012,9,8,5,5,1
342,08-09-2012 06:00,2,2012,9,8,6,5,1
343,08-09-2012 07:00,2,2012,9,8,7,5,1
344,08-09-2012 08:00,2,2012,9,8,8,5,1
345,08-09-2012 09:00,2,2012,9,8,9,5,1
346,08-09-2012 10:00,2,2012,9,8,10,5,1
347,08-09-2012 11:00,2,2012,9,8,11,5,1
348,08-09-2012 12:00,4,2012,9,8,12,5,1
349,08-09-2012 13:00,4,2012,9,8,13,5,1
350,08-09-2012 14:00,4,2012,9,8,14,5,1
351,08-09-2012 15:00,2,2012,9,8,15,5,1
352,08-09-2012 16:00,4,2012,9,8,16,5,1
353,08-09-2012 17:00,2,2012,9,8,17,5,1
354,08-09-2012 18:00,6,2012,9,8,18,5,1
355,08-09-2012 19:00,2,2012,9,8,19,5,1
356,08-09-2012 20:00,2,2012,9,8,20,5,1
357,08-09-2012 21:00,4,2012,9,8,21,5,1
358,08-09-2012 22:00,4,2012,9,8,22,5,1
359,08-09-2012 23:00,2,2012,9,8,23,5,1
360,09-09-2012 00:00,2,2012,9,9,0,6,1
361,09-09-2012 01:00,2,2012,9,9,1,6,1
362,09-09-2012 02:00,2,2012,9,9,2,6,1
363,09-09-2012 03:00,2,2012,9,9,3,6,1
364,09-09-2012 04:00,2,2012,9,9,4,6,1
365,09-09-2012 05:00,2,2012,9,9,5,6,1
366,09-09-2012 06:00,2,2012,9,9,6,6,1
367,09-09-2012 07:00,2,2012,9,9,7,6,1
368,09-09-2012 08:00,2,2012,9,9,8,6,1
369,09-09-2012 09:00,4,2012,9,9,9,6,1
370,09-09-2012 10:00,8,2012,9,9,10,6,1
371,09-09-2012 11:00,4,2012,9,9,11,6,1
372,09-09-2012 12:00,4,2012,9,9,12,6,1
373,09-09-2012 13:00,6,2012,9,9,13,6,1
374,09-09-2012 14:00,2,2012,9,9,14,6,1
375,09-09-2012 15:00,4,2012,9,9,15,6,1
376,09-09-2012 16:00,2,2012,9,9,16,6,1
377,09-09-2012 17:00,2,2012,9,9,17,6,1
378,09-09-2012 18:00,4,2012,9,9,18,6,1
379,09-09-2012 19:00,2,2012,9,9,19,6,1
380,09-09-2012 20:00,2,2012,9,9,20,6,1
381,09-09-2012 21:00,2,2012,9,9,21,6,1
382,09-09-2012 22:00,2,2012,9,9,22,6,1
383,09-09-2012 23:00,2,2012,9,9,23,6,1
384,10-09-2012 00:00,2,2012,9,10,0,0,0
385,10-09-2012 01:00,2,2012,9,10,1,0,0
386,10-09-2012 02:00,2,2012,9,10,2,0,0
387,10-09-2012 03:00,2,2012,9,10,3,0,0
388,10-09-2012 04:00,2,2012,9,10,4,0,0
389,10-09-2012 05:00,2,2012,9,10,5,0,0
390,10-09-2012 06:00,2,2012,9,10,6,0,0
391,10-09-2012 07:00,2,2012,9,10,7,0,0
392,10-09-2012 08:00,2,2012,9,10,8,0,0
393,10-09-2012 09:00,2,2012,9,10,9,0,0
394,10-09-2012 10:00,2,2012,9,10,10,0,0
395,10-09-2012 11:00,2,2012,9,10,11,0,0
396,10-09-2012 12:00,4,2012,9,10,12,0,0
397,10-09-2012 13:00,2,2012,9,10,13,0,0
398,10-09-2012 14:00,2,2012,9,10,14,0,0
399,10-09-2012 15:00,2,2012,9,10,15,0,0
400,10-09-2012 16:00,2,2012,9,10,16,0,0
401,10-09-2012 17:00,6,2012,9,10,17,0,0
402,10-09-2012 18:00,2,2012,9,10,18,0,0
403,10-09-2012 19:00,2,2012,9,10,19,0,0
404,10-09-2012 20:00,2,2012,9,10,20,0,0
405,10-09-2012 21:00,4,2012,9,10,21,0,0
406,10-09-2012 22:00,8,2012,9,10,22,0,0
407,10-09-2012 23:00,4,2012,9,10,23,0,0
408,11-09-2012 00:00,6,2012,9,11,0,1,0
409,11-09-2012 01:00,2,2012,9,11,1,1,0
410,11-09-2012 02:00,2,2012,9,11,2,1,0
411,11-09-2012 03:00,2,2012,9,11,3,1,0
412,11-09-2012 04:00,2,2012,9,11,4,1,0
413,11-09-2012 05:00,2,2012,9,11,5,1,0
414,11-09-2012 06:00,2,2012,9,11,6,1,0
415,11-09-2012 07:00,4,2012,9,11,7,1,0
416,11-09-2012 08:00,2,2012,9,11,8,1,0
417,11-09-2012 09:00,2,2012,9,11,9,1,0
418,11-09-2012 10:00,2,2012,9,11,10,1,0
419,11-09-2012 11:00,2,2012,9,11,11,1,0
420,11-09-2012 12:00,2,2012,9,11,12,1,0
421,11-09-2012 13:00,2,2012,9,11,13,1,0
422,11-09-2012 14:00,2,2012,9,11,14,1,0
423,11-09-2012 15:00,2,2012,9,11,15,1,0
424,11-09-2012 16:00,2,2012,9,11,16,1,0
425,11-09-2012 17:00,2,2012,9,11,17,1,0
426,11-09-2012 18:00,2,2012,9,11,18,1,0
427,11-09-2012 19:00,2,2012,9,11,19,1,0
428,11-09-2012 20:00,2,2012,9,11,20,1,0
429,11-09-2012 21:00,2,2012,9,11,21,1,0
430,11-09-2012 22:00,6,2012,9,11,22,1,0
431,11-09-2012 23:00,2,2012,9,11,23,1,0
432,12-09-2012 00:00,8,2012,9,12,0,2,0
433,12-09-2012 01:00,2,2012,9,12,1,2,0
434,12-09-2012 02:00,2,2012,9,12,2,2,0
435,12-09-2012 03:00,2,2012,9,12,3,2,0
436,12-09-2012 04:00,2,2012,9,12,4,2,0
437,12-09-2012 05:00,2,2012,9,12,5,2,0
438,12-09-2012 06:00,2,2012,9,12,6,2,0
439,12-09-2012 07:00,2,2012,9,12,7,2,0
440,12-09-2012 08:00,4,2012,9,12,8,2,0
441,12-09-2012 09:00,6,2012,9,12,9,2,0
442,12-09-2012 10:00,4,2012,9,12,10,2,0
443,12-09-2012 11:00,4,2012,9,12,11,2,0
444,12-09-2012 12:00,4,2012,9,12,12,2,0
445,12-09-2012 13:00,2,2012,9,12,13,2,0
446,12-09-2012 14:00,2,2012,9,12,14,2,0
447,12-09-2012 15:00,4,2012,9,12,15,2,0
448,12-09-2012 16:00,6,2012,9,12,16,2,0
449,12-09-2012 17:00,2,2012,9,12,17,2,0
450,12-09-2012 18:00,2,2012,9,12,18,2,0
451,12-09-2012 19:00,4,2012,9,12,19,2,0
452,12-09-2012 20:00,2,2012,9,12,20,2,0
453,12-09-2012 21:00,6,2012,9,12,21,2,0
454,12-09-2012 22:00,8,2012,9,12,22,2,0
455,12-09-2012 23:00,2,2012,9,12,23,2,0
456,13-09-2012 00:00,2,2012,9,13,0,3,0
457,13-09-2012 01:00,6,2012,9,13,1,3,0
458,13-09-2012 02:00,2,2012,9,13,2,3,0
459,13-09-2012 03:00,2,2012,9,13,3,3,0
460,13-09-2012 04:00,2,2012,9,13,4,3,0
461,13-09-2012 05:00,2,2012,9,13,5,3,0
462,13-09-2012 06:00,2,2012,9,13,6,3,0
463,13-09-2012 07:00,2,2012,9,13,7,3,0
464,13-09-2012 08:00,2,2012,9,13,8,3,0
465,13-09-2012 09:00,2,2012,9,13,9,3,0
466,13-09-2012 10:00,4,2012,9,13,10,3,0
467,13-09-2012 11:00,2,2012,9,13,11,3,0
468,13-09-2012 12:00,4,2012,9,13,12,3,0
469,13-09-2012 13:00,2,2012,9,13,13,3,0
470,13-09-2012 14:00,2,2012,9,13,14,3,0
471,13-09-2012 15:00,2,2012,9,13,15,3,0
472,13-09-2012 16:00,4,2012,9,13,16,3,0
473,13-09-2012 17:00,2,2012,9,13,17,3,0
474,13-09-2012 18:00,4,2012,9,13,18,3,0
475,13-09-2012 19:00,4,2012,9,13,19,3,0
476,13-09-2012 20:00,4,2012,9,13,20,3,0
477,13-09-2012 21:00,2,2012,9,13,21,3,0
478,13-09-2012 22:00,8,2012,9,13,22,3,0
479,13-09-2012 23:00,4,2012,9,13,23,3,0
480,14-09-2012 00:00,4,2012,9,14,0,4,0
481,14-09-2012 01:00,2,2012,9,14,1,4,0
482,14-09-2012 02:00,2,2012,9,14,2,4,0
483,14-09-2012 03:00,2,2012,9,14,3,4,0
484,14-09-2012 04:00,2,2012,9,14,4,4,0
485,14-09-2012 05:00,2,2012,9,14,5,4,0
486,14-09-2012 06:00,2,2012,9,14,6,4,0
487,14-09-2012 07:00,2,2012,9,14,7,4,0
488,14-09-2012 08:00,2,2012,9,14,8,4,0
489,14-09-2012 09:00,2,2012,9,14,9,4,0
490,14-09-2012 10:00,8,2012,9,14,10,4,0
491,14-09-2012 11:00,6,2012,9,14,11,4,0
492,14-09-2012 12:00,2,2012,9,14,12,4,0
493,14-09-2012 13:00,4,2012,9,14,13,4,0
494,14-09-2012 14:00,6,2012,9,14,14,4,0
495,14-09-2012 15:00,4,2012,9,14,15,4,0
496,14-09-2012 16:00,4,2012,9,14,16,4,0
